"id","gid","departamento","localidad","wkt"
368,6,"ARTIGAS","BALTASAR BRUM","MULTIPOLYGON(((469170.628245099 6601300.81385163,469171.207584572 6601288.81025146,469169.663179145 6601279.12261742,469176.074025573 6601276.05624103,469262.032346085 6601234.9202351,469219.171204183 6601144.65295645,469155.636612227 6601175.0520554,469154.86532482 6601161.91379192,469219.415959575 6601129.55926424,469138.838757116 6600962.97873479,469123.780157285 6600788.37322505,468953.40219076 6600582.24335445,468900.509209379 6600472.85616742,468782.488501053 6600228.01651752,468729.064861365 6600287.92460418,468724.177480808 6600281.45256572,468699.93442187 6600256.22556498,468552.109527881 6600432.20720352,468383.946254904 6600622.39047515,468346.63292829 6600663.77014158,467445.157196764 6601658.32749683,467427.509019661 6601675.50612529,467452.877969015 6601700.21896462,467452.947550388 6601700.28099339,467450.845664401 6601702.26731223,467454.042904818 6601701.25745436,467745.893890492 6601961.42994954,468085.83715824 6602233.61767743,468444.472396382 6602542.5961036,468815.046365679 6602794.48377823,468848.507804345 6602762.63592101,468889.003627417 6602743.25547918,468883.640009279 6602637.05622559,468822.838568681 6602666.15401581,468814.052064964 6602648.19431096,468882.549058207 6602615.42080618,468871.165074852 6602377.14477055,468717.433717795 6602450.70540591,468708.648211982 6602432.74774079,468861.910781881 6602359.41441616,468862.169314191 6602359.29172161,468843.323777909 6602319.60176297,468862.623392303 6602311.04322894,468867.039439956 6602320.34281257,468866.248114095 6602309.43582352,468886.519250069 6602300.44646221,468889.530337758 6602348.39293946,468900.668261859 6602495.71729915,468906.710205401 6602492.81821008,468911.786672887 6602599.07756902,468964.117261675 6602574.02231541,468922.065738306 6602485.45020715,468941.096237783 6602476.31885517,468983.158407145 6602564.91391126,469094.183312405 6602511.76706173,469069.330591405 6602414.78851957,469090.012087175 6602404.8649746,469056.569249567 6602290.5371344,469094.650297878 6602270.75566781,469136.368774704 6602358.62667699,469271.585304583 6602293.89764722,469229.435765097 6602205.118738,469243.131485656 6602198.45332515,469252.669266616 6602193.81149214,469346.331099279 6602391.0696256,469526.610115878 6602304.78097023,469432.398041992 6602106.3413599,469450.368860276 6602097.59534887,469544.657339495 6602296.18287479,469724.946642372 6602209.91400235,469630.646286278 6602011.30158354,469452.393673726 6602096.59601887,469444.006693836 6602078.44714435,469622.078045057 6601993.24404882,469527.777699769 6601794.64173751,469347.48859705 6601880.91077681,469406.750773351 6602005.73392622,469399.049196 6602002.73886836,469397.508660305 6601999.60983155,469336.651389406 6601876.00046519,469403.618396553 6601842.19234122,469465.693945132 6601810.85365771,469462.158478653 6601803.88184998,469519.209449808 6601776.5842132,469424.908901471 6601577.97202356,469364.960155494 6601606.65777805,469362.21218738 6601600.91937404,469298.587535621 6601630.52658093,469232.624660795 6601661.22186064,469179.507103008 6601552.48295971,469176.276800454 6601545.9184976,469174.789558279 6601517.1833991,469236.04166027 6601646.18375023,469416.340749708 6601559.92450257,469322.040105253 6601361.31242751,469170.475589516 6601433.83294053,469169.356397489 6601412.20896181,469172.60740319 6601410.65321947,469313.461844903 6601343.25503097,469270.600617898 6601252.97773337,469170.628245099 6601300.81385163)),((469323.218932752 6602402.66015281,469280.153522037 6602311.95517097,469144.946871618 6602376.67409548,469187.807794217 6602466.95149332,469323.218932752 6602402.66015281)),((469169.780891487 6602475.5793364,469126.919973239 6602385.30194219,469124.026578731 6602386.69208913,469149.318022829 6602485.38255592,469169.780891487 6602475.5793364)),((469827.78430074 6602426.50445825,469733.52486777 6602227.97144058,469553.285200018 6602314.20979242,469647.525620597 6602512.84287334,469827.815027903 6602426.57408797,469827.78430074 6602426.50445825)),((469374.453616652 6602510.56746914,469331.797138726 6602420.71757488,469196.376000772 6602485.00901684,469239.236901522 6602575.28644071,469374.453616652 6602510.56746914)),((469221.209993571 6602583.91427944,469178.349097172 6602493.63685919,469153.560910243 6602505.50515083,469183.356551241 6602602.03870161,469221.209993571 6602583.91427944)),((469629.47827964 6602521.43096714,469535.188224787 6602322.82840755,469354.899313487 6602409.1271555,469449.189165692 6602607.71964237,469629.47827964 6602521.43096714)),((469128.679255482 6602628.20842282,469099.784169758 6602533.64407154,468992.646705097 6602584.90042723,469034.597341167 6602673.23870943,469128.679255482 6602628.20842282)),((469425.882629995 6602618.89248753,469383.021718453 6602528.6150104,469247.815096615 6602593.34386253,469290.675975515 6602683.62131245,469425.882629995 6602618.89248753)),((469272.649062342 6602692.24914683,469229.788187791 6602601.97170053,469189.399167934 6602621.30254545,469219.015762921 6602717.91798297,469272.649062342 6602692.24914683)),((469015.556297089 6602682.35710188,468973.605558609 6602594.00883053,468912.952392118 6602623.03080779,468918.292608059 6602728.91051115,469015.556297089 6602682.35710188)),((469930.662788194 6602643.18454778,469836.362624318 6602444.57189981,469656.083521986 6602530.87054979,469722.818455019 6602671.42267218,469750.383483205 6602729.47312503,469879.932786221 6602667.46318357,469930.662788194 6602643.18454778)),((469164.427961765 6602744.04675491,469135.353887431 6602649.56425249,469044.085741188 6602693.23522407,469086.026362977 6602781.57363865,469164.427961765 6602744.04675491)),((469477.321716944 6602727.22742316,469434.460827247 6602636.94991999,469299.244066425 6602701.66885347,469342.114916389 6602791.94622253,469477.321716944 6602727.22742316)),((468892.237387743 6602807.31266429,468890.195680756 6602766.86863755,468857.253953966 6602782.62186148,468892.237387743 6602807.31266429)),((469732.346659267 6602738.1110678,469638.056593637 6602539.49840071,469457.767577885 6602625.7970616,469552.067433784 6602824.39954906,469732.346659267 6602738.1110678)),((469324.078111987 6602800.58415236,469281.217259285 6602710.30668003,469225.336892355 6602737.05892248,469254.227610824 6602834.02194183,469324.078111987 6602800.58415236)),((469066.985313382 6602790.69202651,469025.044589185 6602702.34362277,468919.508069158 6602752.84323035,468923.364038491 6602829.28637571,468948.821179945 6602847.2531669,469066.985313382 6602790.69202651)),((469200.176633288 6602859.88511001,469170.391054732 6602763.35142689,469094.604543815 6602799.63105744,469137.465351468 6602889.90849223,469200.176633288 6602859.88511001)),((469528.760777672 6602835.56239005,469485.889916912 6602745.28496774,469350.683109831 6602810.00376167,469393.543945037 6602900.28126367,469528.760777672 6602835.56239005)),((469118.424189457 6602899.01688258,469075.563493298 6602808.74944453,468965.890743035 6602861.24211315,469058.278259697 6602927.81352291,469118.424189457 6602899.01688258)),((469375.517021421 6602908.90908934,469332.656190566 6602818.63159097,469262.079838445 6602852.41694026,469307.844043302 6602941.30417449,469375.517021421 6602908.90908934)),((470033.530964037 6602859.84488338,469939.230896284 6602661.23212082,469758.951689503 6602747.53068374,469853.251661504 6602946.1433665,470033.530964037 6602859.84488338)),((469253.733520001 6602967.20794295,469207.969328557 6602878.32071918,469146.033535033 6602907.96602313,469188.904313741 6602998.24337705,469253.733520001 6602967.20794295)),((469168.892013328 6603005.32336551,469126.992372101 6602917.07441271,469077.067938006 6602940.97455892,469168.892013328 6603005.32336551)),((469580.189819267 6602943.8974951,469537.328973269 6602853.61993984,469402.122127022 6602918.33870112,469444.982940378 6603008.61622917,469580.189819267 6602943.8974951)),((469426.956011539 6603017.24405048,469384.095202533 6602926.96652606,469319.454771869 6602957.9000186,469384.319773105 6603037.64827212,469426.956011539 6603017.24405048)),((469835.224713137 6602954.77120074,469740.924750711 6602756.15852596,469560.645623424 6602842.45699289,469654.935497181 6603041.06969476,469835.224713137 6602954.77120074)),((469328.687905588 6603064.27788265,469263.832913414 6602984.52953015,469197.472386038 6603016.29092026,469203.913830003 6603029.86389128,469283.734980467 6603085.79622642,469328.687905588 6603064.27788265)),((469465.39991796 6603098.22440133,469435.52419537 6603035.30159931,469402.39360929 6603051.15678179,469465.39991796 6603098.22440133)),((469631.628720666 6603052.22253158,469588.767896514 6602961.94495028,469453.73003544 6603026.58191837,469453.55112508 6603026.67377872,469496.411809693 6603116.9413399,469631.628720666 6603052.22253158)),((470136.399141917 6603076.51533692,470042.099170295 6602877.90245976,469861.819859059 6602964.20093563,469956.119628035 6603162.80374006,470136.399141917 6603076.51533692)),((469707.585919025 6603212.20448883,469640.196907523 6603070.28009178,469520.252784504 6603127.69976589,469707.585919025 6603212.20448883)),((469938.152412999 6603171.41093839,469843.852546671 6602972.79814898,469663.573314905 6603059.09652888,469744.867607831 6603230.31470558,469779.708085907 6603247.24175693,469938.152412999 6603171.41093839)),((470026.673860723 6603357.71297798,469946.78023783 6603189.43789708,469802.683966987 6603258.40921688,470026.673860723 6603357.71297798)),((470239.267108039 6603293.17592255,470144.977225475 6603094.56282389,469964.687816848 6603180.8613196,470054.693299577 6603370.42555793,470066.594029512 6603375.82498767,470239.267108039 6603293.17592255)),((470336.896739012 6603498.4994083,470247.954570707 6603311.17227949,470090.35541171 6603386.61428287,470336.896739012 6603498.4994083)))"
369,2,"ARTIGAS","CERRO EJIDO","MULTIPOLYGON(((551039.279580191 6633759.83012291,550894.431981167 6633895.64202567,550763.854302653 6634011.99506949,550554.185211139 6634199.9410106,550747.053006063 6634420.33405773,551034.787901548 6634338.33121302,551488.265113045 6634199.06051734,551352.29194089 6634054.61578227,551300.337229125 6633996.73491279,551308.6113 6633993.87644,551360.70023 6633947.8018,551356.28702 6633943.63136,551369.735591281 6633930.87840461,551426.05076 6633877.47609,551433.87884 6633870.05291,551489.6201 6633791.56923,551535.07204188 6633711.24396064,551550.350466988 6633708.64385298,551442.58379 6633642.86071,551396.767720007 6633631.03183418,551354.48591 6633620.11544,551358.65054 6633606.01978,551331.42028 6633599.93302,551326.70438 6633615.87915,551282.08547 6633605.69942,551279.390620689 6633618.32266804,551273.13915 6633641.15096,551232.142577106 6633668.12457703,551202.639421035 6633652.14080802,551112.368284105 6633711.31855334,551092.308031453 6633689.92095051,551072.582116346 6633705.63481508,551043.276264218 6633699.05735959,551032.00640696 6633729.12982522,551031.964270258 6633729.24215846,551040.66486372 6633731.77324019,551055.865784578 6633738.12828485,551041.69368 6633746.90374,551033.34337 6633755.25174,551039.15276 6633759.73863,551039.279580191 6633759.83012291)))"
370,11,"ARTIGAS","BERNABE RIVERA","MULTIPOLYGON(((502891.254405543 6647911.33183435,502890.574306807 6647910.57570502,502781.472869795 6647789.27744057,502717.425699489 6647842.82507476,502679.627369472 6647877.47354395,502664.92801891 6647889.02303367,502623.979828058 6647922.62154924,502621.466246411 6647924.76391408,502635.173034524 6647938.9797603,502635.210542624 6647939.01866142,502621.40880208 6647946.91304366,502553.546692678 6647998.39374804,502552.108493422 6647999.51368807,502510.869050516 6648031.97796252,502441.946316511 6648069.79573007,502442.239800634 6648097.2796834,502448.537945166 6648103.2019051,502439.136534917 6648113.70936361,502417.126298882 6648119.8997425,502399.242982104 6648127.46576113,502397.867342352 6648141.22215866,502412.999379626 6648166.67149407,502431.57051628 6648195.55992887,502463.21023058 6648207.5967767,502497.601224384 6648245.42686988,502521.674920047 6648282.56914319,502529.92875856 6648327.27743514,502533.968344579 6648347.66984652,502541.236889589 6648348.83597273,502540.850900581 6648350.37992876,502542.836761235 6648353.11048715,502549.290808358 6648356.08927813,502565.425926166 6648353.11048715,502568.404717146 6648359.3163017,502565.674158747 6648366.76327915,502554.751925154 6648366.76327915,502546.560249959 6648365.27388366,502543.829691561 6648373.46555885,502546.312017378 6648377.93374532,502545.815552214 6648388.11128117,502549.042575776 6648401.76407316,502552.517831919 6648412.43807417,502552.766064501 6648424.35323809,502554.503692573 6648431.55198296,502562.447135186 6648451.41058949,502588.883905133 6648504.40824568,502596.703231455 6648525.88036399,502591.738579822 6648562.86701866,502589.628602877 6648579.12625276,502644.984468588 6648579.12625276,502691.222637275 6648579.22158919,502691.247826031 6648579.28842333,502709.533933516 6648579.36656908,502720.328889196 6648579.41270137,502920.368211739 6648420.24412075,502921.163834717 6648419.60416314,502922.218899969 6648418.73935555,502926.508345587 6648415.1071637,502955.430396452 6648391.09567949,502961.844687707 6648385.77044671,503025.093767894 6648403.78690349,503126.112781914 6648317.19776581,503146.74484357 6648317.6915425,503158.442502751 6648309.09032251,503167.731820336 6648303.92959052,503182.181869913 6648302.20934652,503189.548019727 6648306.98674879,503203.992237125 6648314.55276743,503215.685175018 6648313.86494755,503221.875553903 6648308.36238854,503235.509433827 6648297.04861453,503232.88067192 6648286.35215251,503238.261824222 6648283.97476015,503244.798751412 6648276.06163777,503255.808312994 6648271.93305217,503276.302641777 6648263.23733711,503287.544397755 6648263.68700735,503293.390110863 6648265.93535855,503300.13516445 6648274.02942285,503315.792295744 6648270.80936348,503256.935596248 6648220.48530542,503384.782000443 6648066.8360009,503080.317933641 6647742.21487981,502976.5667907 6647837.26697455,502891.254405543 6647911.33183435)))"
370,11,"ARTIGAS","B RIVERA","MULTIPOLYGON(((502891.254405543 6647911.33183435,502890.574306807 6647910.57570502,502781.472869795 6647789.27744057,502717.425699489 6647842.82507476,502679.627369472 6647877.47354395,502664.92801891 6647889.02303367,502623.979828058 6647922.62154924,502621.466246411 6647924.76391408,502635.173034524 6647938.9797603,502635.210542624 6647939.01866142,502621.40880208 6647946.91304366,502553.546692678 6647998.39374804,502552.108493422 6647999.51368807,502510.869050516 6648031.97796252,502441.946316511 6648069.79573007,502442.239800634 6648097.2796834,502448.537945166 6648103.2019051,502439.136534917 6648113.70936361,502417.126298882 6648119.8997425,502399.242982104 6648127.46576113,502397.867342352 6648141.22215866,502412.999379626 6648166.67149407,502431.57051628 6648195.55992887,502463.21023058 6648207.5967767,502497.601224384 6648245.42686988,502521.674920047 6648282.56914319,502529.92875856 6648327.27743514,502533.968344579 6648347.66984652,502541.236889589 6648348.83597273,502540.850900581 6648350.37992876,502542.836761235 6648353.11048715,502549.290808358 6648356.08927813,502565.425926166 6648353.11048715,502568.404717146 6648359.3163017,502565.674158747 6648366.76327915,502554.751925154 6648366.76327915,502546.560249959 6648365.27388366,502543.829691561 6648373.46555885,502546.312017378 6648377.93374532,502545.815552214 6648388.11128117,502549.042575776 6648401.76407316,502552.517831919 6648412.43807417,502552.766064501 6648424.35323809,502554.503692573 6648431.55198296,502562.447135186 6648451.41058949,502588.883905133 6648504.40824568,502596.703231455 6648525.88036399,502591.738579822 6648562.86701866,502589.628602877 6648579.12625276,502644.984468588 6648579.12625276,502691.222637275 6648579.22158919,502691.247826031 6648579.28842333,502709.533933516 6648579.36656908,502720.328889196 6648579.41270137,502920.368211739 6648420.24412075,502921.163834717 6648419.60416314,502922.218899969 6648418.73935555,502926.508345587 6648415.1071637,502955.430396452 6648391.09567949,502961.844687707 6648385.77044671,503025.093767894 6648403.78690349,503126.112781914 6648317.19776581,503146.74484357 6648317.6915425,503158.442502751 6648309.09032251,503167.731820336 6648303.92959052,503182.181869913 6648302.20934652,503189.548019727 6648306.98674879,503203.992237125 6648314.55276743,503215.685175018 6648313.86494755,503221.875553903 6648308.36238854,503235.509433827 6648297.04861453,503232.88067192 6648286.35215251,503238.261824222 6648283.97476015,503244.798751412 6648276.06163777,503255.808312994 6648271.93305217,503276.302641777 6648263.23733711,503287.544397755 6648263.68700735,503293.390110863 6648265.93535855,503300.13516445 6648274.02942285,503315.792295744 6648270.80936348,503256.935596248 6648220.48530542,503384.782000443 6648066.8360009,503080.317933641 6647742.21487981,502976.5667907 6647837.26697455,502891.254405543 6647911.33183435)))"
371,12,"ARTIGAS","BARRIO LAS PIEDRAS","MULTIPOLYGON(((443604.690060771 6653366.38564897,443601.210111774 6653378.59155853,443597.506760609 6653426.61753046,443597.909190201 6653434.72624392,443598.855116654 6653445.13343331,443598.866109764 6653445.25438074,443587.908185384 6653453.98629706,443576.570868475 6653485.90915157,443574.932884477 6653492.67716854,443553.71310917 6653576.25044808,443538.105418634 6653637.72074479,443614.054349323 6653737.97246009,443646.165638633 6653785.34471724,443657.468463381 6653800.78581008,443659.865724339 6653804.52860869,443691.139336196 6653846.78449489,443761.924853379 6653945.68107601,443766.119615035 6653951.25770198,443821.721583222 6654025.17641411,443824.703997738 6654029.25077079,443886.900010022 6654118.74665044,443887.680827167 6654119.87019381,444024.034665833 6654307.98303521,444045.460485188 6654342.81493464,444067.004022227 6654377.90421393,444077.567896195 6654324.80736125,444083.379394285 6654295.59721931,444084.173790809 6654292.8416695,444138.02309455 6654122.46024101,444167.06420383 6654012.54404255,444196.017309748 6653901.57180376,444229.112878141 6653790.08660614,444264.970043457 6653682.80950847,444360.757508802 6653333.4464696,444137.539765225 6653270.08270192,444048.705870307 6653244.86584331,443992.534281593 6653228.92067945,443676.208132485 6653139.126668,443669.797536766 6653138.02139288,443604.690060771 6653366.38564897)))"
371,12,"ARTIGAS","LAS PIEDRAS","MULTIPOLYGON(((443604.690060771 6653366.38564897,443601.210111774 6653378.59155853,443597.506760609 6653426.61753046,443597.909190201 6653434.72624392,443598.855116654 6653445.13343331,443598.866109764 6653445.25438074,443587.908185384 6653453.98629706,443576.570868475 6653485.90915157,443574.932884477 6653492.67716854,443553.71310917 6653576.25044808,443538.105418634 6653637.72074479,443614.054349323 6653737.97246009,443646.165638633 6653785.34471724,443657.468463381 6653800.78581008,443659.865724339 6653804.52860869,443691.139336196 6653846.78449489,443761.924853379 6653945.68107601,443766.119615035 6653951.25770198,443821.721583222 6654025.17641411,443824.703997738 6654029.25077079,443886.900010022 6654118.74665044,443887.680827167 6654119.87019381,444024.034665833 6654307.98303521,444045.460485188 6654342.81493464,444067.004022227 6654377.90421393,444077.567896195 6654324.80736125,444083.379394285 6654295.59721931,444084.173790809 6654292.8416695,444138.02309455 6654122.46024101,444167.06420383 6654012.54404255,444196.017309748 6653901.57180376,444229.112878141 6653790.08660614,444264.970043457 6653682.80950847,444360.757508802 6653333.4464696,444137.539765225 6653270.08270192,444048.705870307 6653244.86584331,443992.534281593 6653228.92067945,443676.208132485 6653139.126668,443669.797536766 6653138.02139288,443604.690060771 6653366.38564897)))"
372,13,"ARTIGAS","FRANQUIA","MULTIPOLYGON(((444024.034665833 6654307.98303521,443887.680827167 6654119.87019381,443886.900010022 6654118.74665044,443824.703997738 6654029.25077079,443821.721583222 6654025.17641411,443766.119615035 6653951.25770198,443761.924853379 6653945.68107601,443691.139336196 6653846.78449489,443659.865724339 6653804.52860869,443657.468463381 6653800.78581008,443646.165638633 6653785.34471724,443614.054349323 6653737.97246009,443538.105418634 6653637.72074479,443536.630311679 6653642.9657961,443517.940930597 6653709.41979945,443502.094879664 6653765.76374777,443493.376669313 6653796.7631681,443369.389536512 6654237.62535091,443364.724166658 6654254.2140492,443347.467354079 6654249.47674427,442846.470511135 6654111.94411452,442654.218448916 6654057.50539393,441941.518918314 6653855.22119842,441758.601156534 6653813.10384631,441710.537632237 6653823.72456825,441684.748428741 6653827.18878961,441613.154520529 6653820.64526037,441540.020958378 6653802.55432657,441493.446426691 6653778.30477702,441515.386495337 6653730.96041836,441533.122422319 6653690.28209677,441531.007736229 6653690.18742664,441522.398781228 6653689.8020215,441520.290299234 6653682.94945501,441505.625015707 6653671.95049237,441487.2934113 6653655.4520484,441463.46232557 6653648.11940664,441439.63123984 6653627.95464179,441436.252987027 6653623.18842464,441421.797207552 6653621.30288819,441411.46462277 6653608.61609289,441409.059994851 6653538.88188324,441387.418343579 6653495.59858069,441365.397775366 6653682.7734105,441358.562808549 6653740.87062844,441329.707273519 6653827.43723353,441207.071249643 6654481.49602754,441279.210087218 6654688.29402858,441389.822971498 6654844.59484333,441490.817344101 6654928.7568205,441339.325785196 6655024.94193726,441318.197278663 6655186.92715402,441317.853727207 6655189.56104851,441318.130264036 6655189.63118138,441317.118095127 6655189.63118138,441351.050005254 6655281.85909458,441397.036855255 6655407.27777641,441334.516529358 6655616.48040537,441308.065622247 6655770.37659219,441214.285133401 6655652.54982416,441300.85173849 6655397.65926473,441264.389082334 6655318.39262091,441189.584812491 6655157.24177627,441189.636565697 6655157.06387462,441064.495344521 6655129.51312497,440990.654736921 6655171.62424033,440763.773051526 6655738.82845382,440761.316992911 6655744.96860036,440727.340090505 6655829.91085637,440716.52715414 6655856.94319728,440608.318897779 6656119.04764047,440354.539828258 6656752.98917925,440134.607197709 6657076.08955229,440028.803569268 6657318.95697212,440007.850570465 6657415.34076661,439980.711010885 6657540.18274068,440003.314513325 6657659.93321105,440011.971173834 6657763.81313716,440014.608506087 6657821.13787497,440019.185057591 6657898.47230063,440221.173802798 6658040.34534786,440269.266361181 6658223.09706971,440348.619082513 6658309.6636748,440382.28387338 6658386.61176821,440514.538408933 6658463.55986163,440598.700386102 6658530.88944336,440423.162548006 6658494.82002458,440305.335779968 6658434.7043266,440232.839542771 6658435.9121231,440132.20256979 6658465.96448955,440009.566545915 6658321.6868144,439954.400489753 6658304.3884952,439927.278261779 6658295.88382784,439870.098126605 6658239.92946515,439824.410196141 6658158.1721159,439769.103754001 6657905.68618439,439769.103754001 6657807.49472937,439769.103754001 6657751.78999756,439740.248218971 6657561.82439195,439680.132520993 6657535.37348484,439293.541901669 6657808.21015492,438829.532275396 6658057.48754198,438510.755231067 6658309.2760057,438459.719427548 6658349.23602796,438083.433766131 6658856.25182837,438039.545618527 6659347.79908153,438063.350812885 6659599.30376364,437815.716065747 6659777.90292805,437964.9357676 6660085.11996128,438188.76532038 6660681.99876869,438495.982353607 6661129.65787425,438715.423091626 6661296.43283514,439378.134120444 6661441.26372224,439808.237966961 6661305.21046466,440194.453665875 6661252.54468754,440699.167363319 6661230.60061374,441296.046170731 6660984.82698716,441638.373722041 6660756.60861962,441366.267206897 6660466.94684543,440914.219286578 6660129.00810888,440729.889066642 6660124.61929412,440659.348005384 6659900.14192734,441111.715950795 6659962.23314799,441497.931649709 6659777.90292805,441511.09809399 6659641.84967048,441857.81446006 6659409.24248818,442129.920975204 6659268.80041585,442305.473565619 6659058.13730735,442551.247192201 6659027.41560403,442643.412302168 6658860.64064313,442792.632004022 6658711.42094128,443275.401627664 6658570.97886895,443490.453550922 6658579.75649847,443731.838362743 6658426.14798185,443951.279100763 6658461.25849994,444166.331024021 6658364.70457521,444565.713167216 6658132.09739291,444580.939534321 6658129.30589227,445092.370938462 6658035.54346818,445395.199156929 6657903.87902537,445522.47478498 6657829.26917444,445948.189816737 6657557.1626593,446010.543148505 6657467.21031183,445710.442913076 6657144.09940556,445694.2239935 6657110.55312495,445694.320738315 6657110.57626743,445691.65767323 6657105.24509568,445499.815528624 6656722.24832247,445368.097965571 6656479.28742896,445153.800997701 6656138.7326934,445097.155620844 6656026.80688852,445088.505174541 6656012.26779044,444994.784457848 6655840.49137187,444899.183625962 6655675.59252424,444596.183803562 6655194.40689594,444421.635342258 6654933.04574926,444406.200564368 6654909.93439545,444122.543438563 6654468.4086379,444067.004022227 6654377.90421393,444045.460485188 6654342.81493464,444024.034665833 6654307.98303521)))"
373,14,"ARTIGAS","SEQUEIRA","MULTIPOLYGON(((510781.648097702 6571495.37347358,510792.52598718 6571496.46126253,510906.748286694 6571534.78440126,511014.658578692 6571514.08927677,511064.918166745 6571511.13283041,511137.35110247 6571545.13196351,511134.796987398 6571616.84872102,511166.915566031 6571701.82362038,511206.827591838 6571753.56143161,511220.131600441 6571861.47172361,511277.782304385 6571950.16511429,511356.128132822 6571990.0771401,511444.821523505 6572022.59805002,511617.773635337 6572021.11982684,511687.510913462 6572075.40896431,511846.898227935 6572087.63986985,511882.375584208 6572092.07453939,511944.732201041 6572110.95987397,512824.977270363 6571966.14283767,512379.112409864 6571565.63652358,512378.754364425 6571565.33130036,512273.055307952 6571475.22595995,512269.982585768 6571472.22152048,512178.949958837 6571383.21184082,512158.493589338 6571356.13212557,512145.414960762 6571338.69395413,512316.971137539 6571299.5626416,512739.399593564 6571176.18007277,512885.785692186 6571157.35900294,513214.805253367 6571169.52548022,513963.03240297 6571011.00277903,514326.577797692 6570901.09370621,514542.382998161 6570892.82882535,514624.600475923 6570822.88917363,514567.532303496 6570584.04830384,514569.039681506 6570455.41871365,514573.873211543 6570042.95748379,514442.827778562 6570042.95748379,514325.74338172 6570063.58482496,514178.623276584 6570019.70748761,514087.736927903 6569956.29840714,513736.873349276 6569901.34387073,513621.085828781 6569736.15610226,513500.146115504 6569677.29845305,513373.327954554 6569651.93482086,513303.577966032 6569590.6393764,513185.019089074 6569465.59997528,513035.341254687 6569307.74062934,512502.600317492 6569530.43926002,512086.123620916 6569706.88935727,512076.136798787 6569741.35360255,512013.980599621 6569751.71296908,511950.850915903 6569635.02573273,511891.66910746 6569476.50303155,511555.703998497 6569611.22867782,511529.956186247 6569626.04125611,510914.788222022 6569837.38338679,510059.726405671 6570162.99329203,510098.1602083 6570232.4697814,510216.418062544 6570405.42189323,510217.38486606 6570425.31612125,510232.678517503 6570498.54995345,510201.635830763 6570641.93760172,510253.373641995 6570724.71809969,510299.487832188 6570861.31118276,510327.284800898 6570956.79913864,510379.02261213 6570984.88537902,510441.107985608 6570995.23294127,510466.237779635 6571078.01343924,510426.325753827 6571143.05525908,510393.80484391 6571228.7922034,510365.718603527 6571345.57183447,510370.853325471 6571406.1196172,510429.282200183 6571465.30791189,510640.587626919 6571473.33861369,510716.380760831 6571494.8295791,510781.648097702 6571495.37347358)))"
374,15,"ARTIGAS","CORONADO","MULTIPOLYGON(((441548.701980341 6647064.83291964,440410.847681733 6646778.85462947,440463.712344524 6647132.75275722,440435.064784636 6647205.67381876,440588.71987858 6647273.38623304,440771.022532412 6647210.88246601,440702.258960474 6647464.21213294,440643.269704303 6647682.59449731,440595.76328315 6647615.10674661,440518.494858158 6647509.1386209,440352.919661746 6647471.60824305,440241.540672705 6647704.74040193,440277.954942953 6647784.41189254,440386.034701028 6648010.27954871,440304.350937465 6648345.84528011,440426.600723141 6648655.89010183,440461.095456735 6648754.26409792,440447.886558836 6648995.15999024,440438.902034041 6649160.47524645,440529.416474747 6649522.53300928,440666.291970448 6649692.52354426,440811.159915849 6649727.98857124,440838.606904555 6649730.05392211,440867.306605267 6649955.23618923,440999.410677599 6650269.76969479,441011.763687054 6650292.86891994,441393.858489744 6650402.82609117,441846.788207612 6650534.02002473,441936.347258 6650558.44522029,442003.3672928 6650578.87097276,442102.570808987 6650606.05655172,442793.494696836 6650800.17289697,443506.911039981 6651001.05459348,443815.458969783 6649934.78856032,444114.484351716 6648892.18572294,444425.468335551 6647803.81282073,443703.103070205 6647596.483172,442996.77001744 6647421.09400994,442652.626651301 6647328.99930633,442592.627885092 6647315.10039542,442291.326766812 6647248.01704867,441548.701980341 6647064.83291964)))"
375,16,"ARTIGAS","CUAREIM","MULTIPOLYGON(((444122.543438563 6654468.4086379,444406.200564368 6654909.93439545,444421.635342258 6654933.04574926,444596.183803562 6655194.40689594,444899.183625962 6655675.59252424,444994.784457848 6655840.49137187,445088.505174541 6656012.26779044,445097.155620844 6656026.80688852,445153.800997701 6656138.7326934,445368.097965571 6656479.28742896,445499.815528624 6656722.24832247,445691.65767323 6657105.24509568,445710.442913076 6657144.09940556,446010.543148505 6657467.21031183,446051.937334378 6657408.81758896,446215.90751712 6657170.94696038,446299.294997568 6656468.73659872,446286.243706833 6656199.00992354,446259.795664724 6655937.69001272,446224.685146641 6655727.02690422,446114.964777632 6655411.03224147,446166.496027606 6655033.13640833,446167.630554756 6655024.81654256,445913.829010518 6654564.00165825,445755.08196728 6654274.32921853,445623.417524469 6653822.28129821,445566.005037822 6653680.66383115,445449.337298041 6653641.6197584,445045.588638106 6653527.31986637,444360.757508802 6653333.4464696,444264.970043457 6653682.80950847,444229.112878141 6653790.08660614,444196.017309748 6653901.57180376,444167.06420383 6654012.54404255,444138.02309455 6654122.46024101,444084.173790809 6654292.8416695,444083.379394285 6654295.59721931,444077.567896195 6654324.80736125,444067.004022227 6654377.90421393,444122.543438563 6654468.4086379)))"
