"id","gid","departamento","localidad","wkt"
3181,0,"CANELONES","CAPILLA DE CELLA","MULTIPOLYGON(((635372.134918591 6159535.8607604,635913.569738551 6159385.88136623,635888.7438295 6159271.10490625,636030.225274816 6158900.92297921,635824.616998785 6158839.21337566,635671.07892176 6159064.6033223,635261.03701059 6159237.67303777,635372.134918591 6159535.8607604)))"
3182,0,"FLORES","LOS PUENTES","MULTIPOLYGON(((485529.244536531 6333631.0185388,485634.350946056 6333633.85601468,485634.492845494 6333537.28787891,485532.07067556 6333542.50172265,485529.244536531 6333631.0185388)))"
3183,0,"TACUAREMBO","PASO DE LAS TOSCAS","MULTIPOLYGON(((686258.983699045 6440788.41365866,686532.146257642 6440816.03472251,686538.334842686 6440555.42759177,686243.766165093 6440549.90248051,686258.983699045 6440788.41365866)))"
3184,0,"ROCHA","FORTIN DE SAN MIGUEL","MULTIPOLYGON(((820614.998611601 6267263.60265704,820728.469680497 6267248.45357017,820714.89798181 6267141.13215703,820606.835798948 6267147.5911752,820614.998611601 6267263.60265704)))"
3185,0,"CANELONES","PUNTAS DE TOLEDO","MULTIPOLYGON(((583132.470230597 6151504.84741993,583249.414512131 6151598.0737692,583605.083932926 6151400.1937388,583512.025262822 6151245.9296542,583158.424392639 6151334.29410255,583132.470230597 6151504.84741993)))"
3186,0,"DURAZNO","BARRIO DURAN","MULTIPOLYGON(((543260.835227146 6305364.33306037,543458.188911692 6305412.5032995,543526.480340296 6305255.22450438,543368.555553407 6305206.87995086,543260.835227146 6305364.33306037)))"
3187,0,"RIVERA","BARRIO RECREO","MULTIPOLYGON(((636243.048659845 6581478.94585741,636581.321289261 6581606.41401492,636742.186654268 6581240.08850821,636406.394598714 6581162.01999811,636243.048659845 6581478.94585741)))"
3188,0,"SORIANO","AGRACIADA","MULTIPOLYGON(((383468.694885254 6258564.81048584,383453.212280273 6258559.23571777,383437.52911377 6258551.87469482,383423.6953125 6258544.60211182,383407.985900879 6258535.85247803,383397.385498047 6258529.10168457,383384.635681152 6258519.66809082,383372.676513672 6258511.20452881,383361.492126465 6258501.48291016,383350.077697754 6258490.88470459,383339.85748291 6258479.02349854,383327.06427002 6258463.80072021,383319.937072754 6258453.62652588,383312.438903809 6258442.12329102,383303.807922363 6258427.73571777,383294.94152832 6258410.30310059,383292.972220533 6258406.49684656,383277.63497 6258376.85211,383257.017452354 6258332.04121886,383241.273529732 6258359.09740225,383183.54171061 6258458.31045883,383142.54981608 6258533.2826824,383142.509153103 6258533.37099555,383132.549850613 6258530.27769386,383113.369185544 6258518.64701546,383083.622680664 6258497.94708252,383039.456153918 6258468.75114012,382958.292795419 6258415.09846469,383013.892812761 6258330.47645201,383005.30764833 6258324.69460658,382964.213570771 6258296.9079798,382932.567888076 6258275.71063414,382928.978119341 6258273.30608596,382888.218820419 6258246.85857373,382849.594370138 6258221.46167491,382845.450849681 6258218.73716831,382802.013321671 6258190.95054153,382768.190632143 6258168.40208185,382766.610480923 6258167.3486477,382720.327334508 6258137.05118115,382691.117898525 6258118.13618822,382686.544566492 6258115.0501833,382683.883321526 6258113.25442148,382680.513023387 6258110.98020291,382642.993469612 6258085.66266054,382612.612308403 6258065.7433317,382598.9566489 6258056.39217356,382582.147452535 6258044.65227764,382571.769314822 6258037.95670492,382559.466199952 6258030.25679629,382533.724148989 6258012.37994799,382507.171205315 6258117.69403112,382420.007908237 6258060.97536135,382419.785039903 6258060.83033706,382349.495466172 6258015.64418252,382347.650332236 6258014.44178475,382315.84945 6257993.71846,382263.3944 6257959.66835,382210.59696 6257924.53312,382151.17622 6257885.2286,382116.85311 6257864.15035,382092.518964294 6257848.00456438,382057.278925492 6257907.20420151,382022.61829057 6257932.25320287,382275.333738585 6258087.77040165,382289.296380742 6258097.21956742,382281.337123145 6258119.30125092,382279.326750193 6258124.80085574,382266.846748269 6258145.08085886,382434.317690691 6258253.23917585,382382.782736681 6258467.10923499,382362.336 6258544.753,382371.925779268 6258547.04586021,382437.806668658 6258584.69208272,382515.505405842 6258564.42284694,382553.160416695 6258579.28642377,382699.480016192 6258644.00470816,382702.771921856 6258638.34263042,382702.96808 6258638.42006,382760.474 6258551.618,382766.626 6258541.359,382768.418226102 6258538.6012733,382794.048894151 6258499.16295825,383083.267592576 6258703.31733361,383076.289636641 6258811.47565059,383435.654367255 6258849.85440822,383435.654367255 6258708.33685959,383439.679288396 6258658.56297589,383445.385681152 6258587.99530029,383463.152893066 6258590.81427002,383596.047485352 6258610.54711914,383617.682922363 6258609.46191406,383608.694519043 6258600.71429443,383489.192504883 6258571.15631104,383468.694885254 6258564.81048584)))"
3189,NULL,"DURAZNO","RINCON DE CUADRA","MULTIPOLYGON(((554229.04668691 6308076.36795408,554377.872976676 6308065.81674539,554355.143976906 6307929.9030941,554211.296150751 6307957.43106202,554229.04668691 6308076.36795408)))"
3191,NULL,"RIO NEGRO","COLONIA JOHN F. KENNEDY","MULTIPOLYGON(((444009.465725971 6355419.74492947,444479.195806485 6355627.45152667,444785.340771679 6355267.90061938,444158.776361523 6355039.80046432,444009.465725971 6355419.74492947)))"
3192,NULL,"CANELONES","RINCON DE CARRASCO","MULTIPOLYGON(((592623.679354643 6151953.30880881,593174.649432026 6151828.2332455,592903.319060568 6151113.96726551,592376.92334314 6151291.35118031,592623.679354643 6151953.30880881)))"
3193,NULL,"CANELONES","PASO DEL MEDIO","MULTIPOLYGON(((577878.517941174 6169882.38542051,578398.487457721 6169925.88472942,578557.823621871 6169426.46047035,577990.179900686 6169431.26570585,577878.517941174 6169882.38542051)))"
3194,NULL,"SALTO","LA CABALLADA","MULTIPOLYGON(((405825.455021774 6525529.14072943,406247.460461062 6525200.32550427,406090.424914818 6524910.99418723,405725.355807596 6525011.95403809,405519.048112773 6525208.659086,405825.455021774 6525529.14072943)))"
3195,NULL,"CANELONES","COSTA DEL PANTANOSO","MULTIPOLYGON(((588310.101167291 6178002.17649598,588580.815238918 6178009.57274,588528.795552884 6177810.5074629,588318.603677814 6177842.44583513,588310.101167291 6178002.17649598)))"
3196,0,"MONTEVIDEO","TOLEDO CHICO","MULTIPOLYGON(((580964.62332716 6153222.09856277,581240.492729128 6153561.14417361,581193.350322214 6153627.41379575,581430.289511381 6153994.51121677,581620.480714164 6154084.5002883,581683.405694325 6154040.44092409,581654.889886064 6153902.57118896,581547.690436139 6153783.77412518,581499.600059984 6153151.7346139,581252.605921391 6153084.53285198,581211.954158599 6153272.51895487,580964.62332716 6153222.09856277)))"
3197,0,"CANELONES","EMPALME NICOLICH","MULTIPOLYGON(((590743.322496254 6146840.8327984,591081.26254253 6146770.59906188,591079.589759677 6146602.06540588,591628.202968021 6146906.95307885,591868.627967748 6146492.53595096,590871.9248558 6145986.13345848,590549.923746259 6146034.79561851,590094.378644425 6146167.69106868,590273.802678061 6146923.05152248,590743.322496254 6146840.8327984)))"
3198,0,"MALDONADO","BARRIO KENNEDY","MULTIPOLYGON(((690791.123475983 6133650.89658488,690898.214738809 6133643.32720845,690898.214738809 6133643.32720845,690983.90992864 6133638.33798951,690983.90992864 6133638.33798951,691191.748987444 6133627.59645142,691173.27474837 6133307.69164211,690765.29275113 6133337.5502505,690765.29275113 6133337.5502505,690791.123475983 6133650.89658488)))"
3199,0,"SALTO","PUEBLO RAMOS","MULTIPOLYGON(((534107.748045136 6507288.07142472,534455.013693342 6507321.72282751,534554.957871851 6506993.08193436,534132.665202439 6506986.91385476,534107.748045136 6507288.07142472)))"
3200,0,"TACUAREMBO","BARRIO LOPEZ","MULTIPOLYGON(((597110.123871127 6492963.6490043,597364.350818651 6493192.50016594,597845.493746777 6493441.58847113,598968.955136517 6492493.91805367,598491.676703519 6492154.50678241,597411.152574282 6492069.75212872,597110.123871127 6492963.6490043)))"
3201,0,"TACUAREMBO","BARRIO SANTANGELO","MULTIPOLYGON(((591692.45214847 6488819.0027946,591974.649276353 6489098.12231295,592305.015574312 6488874.12417492,592685.532431605 6488739.72372532,592809.994040917 6488674.74812599,592675.777029379 6488569.52730571,592190.105110706 6488719.60168498,592101.783984373 6488594.31499079,591692.45214847 6488819.0027946)))"
3202,0,"TACUAREMBO","BARRIO TORRES","MULTIPOLYGON(((595569.105031237 6488305.7205469,596241.839682316 6489167.2797373,596178.672063004 6488745.41491883,596179.537969836 6487779.39486414,595569.105031237 6488305.7205469)))"
3203,1226,"CANELONES","TOLEDO","MULTIPOLYGON(((582952.376053523 6153072.61082651,582959.078995712 6153105.10651975,582960.071965716 6153148.28729641,582988.290310422 6153172.65768502,582999.834178711 6153213.70255005,582970.333181972 6153249.61680694,582943.397489299 6153267.57393539,582919.027100689 6153308.61880042,582898.504668175 6153330.42388497,582902.352624272 6153363.7728378,582888.243451918 6153381.72996625,582906.200580368 6153411.23096299,582901.796232587 6153429.24679453,582895.939364111 6153436.88400363,582824.061471807 6153487.19452529,582801.447723217 6153536.66210033,582790.140848922 6153584.71631609,582754.806866749 6153612.98350183,582720.886243864 6153622.87701683,582694.562995072 6153610.04202796,582603.577423051 6153539.48881891,582562.590003731 6153538.07545962,582537.149536567 6153559.27584892,582452.347979353 6153627.1170947,582425.494152902 6153646.90412471,582378.853296434 6153710.50529262,582368.76937892 6153776.78679213,582398.270375658 6153853.74591406,582399.125732565 6153878.89284347,582401.080408376 6153886.71154671,582403.469456251 6153896.26773821,582407.813179938 6153910.02286322,582411.070972704 6153924.50194218,582409.623064808 6153930.65555074,582412.379548011 6153958.92338069,582414.944852077 6153980.72846524,582362.356118759 6154010.22946198,582335.598773639 6154006.85170375,582314.897993572 6154007.66415791,582268.722520416 6154062.81819529,582260.488551548 6154090.64937321,582257.954712731 6154109.11019889,582225.002306285 6154170.19204842,582216.1337871 6154187.23544241,582167.393009881 6154237.25887166,582100.421516915 6154237.68830664,582066.50089403 6154250.40854022,582004.313085406 6154291.39595954,581981.699336816 6154309.76963027,581933.645121061 6154322.48986385,581933.950340039 6154348.84959845,581869.817738435 6154333.45777406,581824.924917311 6154305.23942936,581808.250440894 6154207.75787492,581789.482473798 6154178.32721659,581765.45536592 6154161.36690514,581755.561850912 6154157.12682728,581697.614120149 6154150.06003085,581641.079748673 6154167.02034229,581591.627031364 6154179.62859283,581572.201969237 6154179.53146752,581540.53911797 6154179.24009159,581494.05141247 6154192.12243961,581454.043142467 6154225.67776284,581410.163104398 6154263.10485413,581381.755067918 6154276.17704794,581297.881830517 6154277.30133703,581247.548845674 6154272.13897961,581204.121333777 6154303.95677733,581190.692585344 6154318.42032933,581183.994444605 6154327.52980074,581177.262813162 6154333.85954373,581175.722240792 6154336.80672566,581175.186389533 6154337.34257692,581171.368449311 6154340.7586287,581166.076918127 6154345.11242018,581099.131069854 6154388.29202156,580997.624777551 6154469.92842085,580993.901210426 6154472.74549196,580990.21723302 6154475.62569248,580987.13608828 6154477.76909752,580981.509650059 6154481.05118648,580978.662940245 6154483.16110082,580974.978962838 6154485.84035711,580970.089320099 6154489.25640889,580959.747419519 6154499.28270609,580918.44856016 6154510.89801028,580855.209681767 6154505.73565286,580811.329643699 6154491.53916996,580735.184871756 6154468.30856157,580690.014244333 6154461.85561479,580665.482761673 6154473.9730073,580640.971848845 6154473.47091899,580615.662317364 6154433.67574499,580590.638864001 6154420.55675543,580579.023559807 6154434.75323834,580572.570613032 6154459.27443608,580572.570613032 6154486.37681254,580565.360621794 6154520.72497075,580566.117666257 6154540.58156545,580567.408255612 6154562.52158448,580554.502362063 6154597.36749706,580536.966272874 6154634.12139219,580528.734818701 6154659.20772872,580542.272885216 6154690.03503899,580536.017154134 6154724.5120545,580540.990233184 6154770.84211701,580530.729016927 6154800.34311375,580505.075976285 6154793.92985359,580501.588198509 6154793.53707902,580501.228020189 6154808.03902594,580498.662716125 6154832.40941455,580493.532107996 6154850.366543,580480.705587675 6154865.75836738,580483.27089174 6154895.25936412,580487.118847836 6154909.36853648,580501.228020189 6154917.06444867,580520.46780067 6154951.69605354,580533.865877823 6154961.14700624,580547.403493344 6154961.95726979,580549.347863482 6154972.06794008,580549.114249062 6154977.32426453,580548.062984172 6154980.82848083,580548.062984172 6154986.3184197,580548.530213012 6154989.47221437,580549.464670692 6154995.77980371,580550.165513952 6154998.93359838,580550.399128372 6155002.32100747,580549.931899532 6155005.47480213,580546.077261602 6155011.08154821,580544.558767873 6155014.70257172,580544.325153453 6155019.84208896,580545.610032762 6155030.58835228,580546.894912072 6155036.42871278,580548.647020222 6155042.38588049,580550.282321162 6155046.59094005,580550.515935582 6155052.31449334,580550.399128372 6155055.3514808,580548.880634642 6155063.52798549,580548.296598592 6155071.93810461,580551.333586051 6155078.36250116,580551.684007681 6155080.46503094,580550.515935582 6155087.59027075,580549.114249062 6155092.72978799,580547.128526492 6155100.43906385,580547.829369752 6155107.56430366,580548.647020222 6155113.75508579,580548.964503974 6155118.05809197,580548.905764886 6155126.55532443,580547.245333702 6155148.68044157,580546.077261602 6155158.84266884,580543.624310193 6155166.43513749,580541.054551573 6155172.62591962,580539.302443424 6155179.05031616,580538.017564114 6155184.07302619,580533.852932383 6155201.36331518,580540.770532838 6155220.62451826,580542.080106516 6155223.10895808,580546.408465555 6155232.40063354,580545.81677585 6155241.06094603,580544.960317019 6155248.06791394,580543.930168075 6155253.57915701,580542.556255104 6155259.09340854,580536.265455964 6155271.79524089,580532.46089269 6155283.20277221,580530.074673835 6155291.18523774,580526.336843116 6155302.28192269,580523.066241236 6155307.42143993,580517.576302367 6155317.23324557,580514.188893278 6155328.21312331,580510.567869769 6155336.15601359,580507.297267891 6155342.81402455,580501.5737146 6155356.71408254,580497.952691091 6155362.55444304,580494.798896423 6155367.46034586,580488.912976844 6155373.17874233,580483.157852291 6155380.74340628,580479.830330576 6155384.78044526,580475.408899565 6155389.53690855,580470.035767907 6155396.19491952,580463.494564147 6155403.67058096,580459.055890167 6155408.34286936,580455.474252683 6155411.77209673,580453.565951298 6155413.5991938,580451.04980905 6155417.08748192,580448.426434059 6155420.72443361,580441.30119425 6155430.30262483,580435.312418916 6155439.27755583,580427.118364543 6155449.36827395,580426.042183049 6155450.88084048,580422.728847864 6155456.70105429,580416.421258525 6155468.6153897,580409.106735822 6155484.39476194,580403.291112668 6155495.01171188,580399.840874773 6155502.26910884,580389.014266199 6155519.4013246,580384.9691597 6155528.56230108,580382.94660645 6155534.98688199,580382.470711568 6155539.26993593,580385.088133421 6155549.26372846,580385.045179216 6155559.09442012,580383.898396215 6155563.30262749,580381.994816686 6155567.82362887,580375.808183216 6155580.19689581,580373.547682525 6155586.85942416,580370.097444628 6155596.61526925,580337.048560082 6155637.91489071,580292.169657654 6155648.48781142,580282.651760009 6155645.98936329,580247.078617558 6155629.57098985,580215.196617032 6155616.10980616,580195.95683655 6155614.82715413,580136.954843074 6155630.21897851,580092.06202195 6155652.02406306,580056.147765052 6155658.43732322,580046.37526963 6155692.49545373,580043.230064908 6155694.06805609,580036.153354286 6155698.72033807,580027.929420346 6155709.7434045,580004.841683769 6155721.2872728,579979.188643126 6155723.85257686,579966.362122805 6155740.52705327,579956.100906548 6155761.04948579,579933.728882329 6155789.87206104,579910.49827394 6155829.88033105,580039.869390803 6155915.709021,580066.598604905 6155933.74282113,580049.535456005 6155959.06118866,580046.572421541 6155962.77571737,580007.671411931 6156035.72605097,580014.604886469 6156043.09286767,580095.747948873 6156096.25556373,580064.439234693 6156099.86069043,580054.039022888 6156103.76076986,580043.205468928 6156112.86095518,580172.341432158 6156200.3960712,580371.678825063 6156335.16548249,580395.945985939 6156301.79813629,580445.415954442 6156234.0419069,580453.865684477 6156222.14004912,580970.877788573 6156572.20302956,580993.607090679 6156528.11528138,581040.198482562 6156562.19778448,580934.411390446 6156706.84544105,581188.62424956 6156881.71798107,581203.196961228 6156888.19474182,581201.629704165 6156829.10377785,581196.964596822 6156778.21169774,581189.118734469 6156729.01602029,581174.911362102 6156660.73581279,581106.461172417 6156309.21360491,581134.23687732 6156255.3374112,581154.239396617 6156216.62330634,581167.46327498 6156190.96477688,581142.056209311 6156022.81077772,581149.037970036 6155827.78768342,581642.090326201 6155984.34920455,581652.625906952 6155958.73743864,581660.237991784 6155940.54628824,581725.206422907 6155980.78480042,581880.503795118 6156081.27133538,582014.646107339 6155868.75914183,582096.039947437 6155738.9060428,582934.473380361 6156308.84337939,582877.313267848 6156408.99350836,582941.372566406 6156455.75033154,582910.684761855 6156501.88699296,582924.297391123 6156511.01951639,582884.008128976 6156577.38301194,583143.339984897 6156752.22954506,583159.731580687 6156726.89720564,583181.093750319 6156827.52035231,583199.514853927 6156894.76837159,583232.509543901 6156979.8634444,583272.499605577 6157053.17855747,583294.182769221 6157066.03039557,583393.536865852 6157140.38077402,583509.068699438 6157211.49164065,583522.833709317 6157217.22706143,583516.974137391 6157271.64415008,583510.418787267 6157332.20920823,583731.859611817 6157465.53130755,583746.947481557 6157428.86821758,583833.6952278 6157219.82857428,583860.322501278 6157219.45875104,583873.105291318 6157229.57845982,583880.029302589 6157229.04584357,583897.073022641 6157224.78491356,583909.709053931 6157212.32777194,583958.115269518 6157219.38921928,583967.379919081 6157155.11744703,584024.240189839 6157098.58775924,584121.132458491 6157161.4673734,584141.491772528 6157129.22942184,584162.444882759 6157095.96719227,584205.030447702 6157124.90934064,584235.417355622 6157084.37062985,584230.959363589 6157073.80587103,584194.558747333 6157048.56456779,584355.968181357 6156788.75664864,584373.597245516 6156760.54371354,584348.122195348 6156743.42792149,584358.755751391 6156728.08892427,584350.450951848 6156722.406693,584548.975693008 6156445.31160354,584556.161471566 6156435.32829231,584509.70117482 6156402.75268195,584458.968666879 6156365.90486039,584297.783823255 6156250.60121203,583835.444578324 6155931.81964562,584067.240990668 6155618.68190625,583801.042920591 6155435.71765529,583701.886129912 6155369.92494198,583772.322619084 6155152.42772385,583787.942457685 6155038.96767547,583872.290681674 6154843.89473805,584237.644439344 6155106.04698411,584591.269437922 6154581.43846973,584836.690541527 6154389.97735718,584872.100884812 6154410.38552698,585153.194213303 6154572.45772806,585709.792907717 6154809.19913044,585609.398554707 6154982.6668335,586155.466836696 6155307.1629469,586240.029778053 6155355.78663818,586323.535682642 6155399.65366401,586328.820866477 6155405.46736623,586341.222452658 6155416.35002408,586351.605695233 6155420.25751823,586358.946414335 6155425.02254642,586454.608241745 6155266.46703137,586516.444892611 6155163.93446498,586531.243407349 6155139.09410096,586599.354251276 6155024.92696383,586391.431955104 6154905.80010011,586448.266021143 6154810.35566643,586543.399330169 6154660.78496391,586558.197844906 6154668.71273966,586585.837647723 6154681.63512839,586598.893760434 6154680.3401441,586612.106720021 6154674.52644188,586645.40337818 6154614.80386455,586694.02706946 6154539.22573571,586704.27595415 6154526.54887518,586589.639278787 6154464.37305125,586437.114210719 6154387.62476859,586329.278016098 6154481.86000173,586203.562009593 6154417.66650751,585963.995050534 6154273.95959048,585173.434993581 6153766.93355677,585272.289009359 6153601.68349428,585552.080217025 6153123.70684785,585697.804804352 6153215.02758924,586047.543813934 6152692.36206937,586115.548621353 6152589.38336099,585932.907138571 6152470.86069663,585605.346454266 6152393.69189295,585598.504993454 6152408.64218239,585573.259591236 6152427.34248033,585562.974427369 6152452.58788255,585540.418908358 6152468.49971759,585524.638816593 6152480.63832946,585500.328429271 6152495.59856781,585465.732878082 6152504.01370189,585438.793184328 6152508.02083249,585417.633259211 6152491.56945598,585400.958782793 6152455.65519908,585385.566958408 6152442.82867876,585375.036433075 6152424.53743564,585339.505866989 6152383.39678017,585325.480643534 6152363.76146734,585313.325449874 6152342.25612471,585307.794758516 6152324.60031996,585327.847616964 6152315.84612758,585323.999660868 6152282.49717474,585289.950077449 6152271.19499253,585249.029145433 6152251.81353734,585184.190589369 6152250.43087394,585167.516112952 6152235.03904956,585155.088769001 6152190.84576131,585164.469114023 6152166.07920271,585191.886501562 6152131.14423496,585186.570927234 6152107.7246485,585150.841636535 6152068.29428538,585134.621326607 6152013.14732675,585121.340639796 6151996.46577159,585118.71399665 6151878.83090443,585113.644727604 6151827.15570335,585084.143730866 6151807.91592287,585068.751906481 6151792.52409848,585050.653549922 6151777.24234475,585009.749913004 6151768.15370987,584957.161179688 6151772.00166597,584934.314921019 6151761.31087135,584857.114321185 6151806.63327084,584799.39497974 6151828.43835538,584775.024591131 6151843.83017977,584730.950992403 6151845.86163515,584685.238948884 6151846.39548383,584648.119237136 6151861.27991643,584622.388999311 6151868.20056838,584602.462146628 6151864.18483563,584585.011600856 6151856.73235192,584575.649526855 6151847.704051,584568.709293145 6151835.79910974,584564.974758443 6151827.64837967,584562.380017156 6151815.539587,584563.244930918 6151806.02553561,584560.650189631 6151797.37639799,584558.055448344 6151789.59217413,584555.434258121 6151782.70800851,584549.931368699 6151768.25548925,584541.695804327 6151746.78181366,584538.721686612 6151738.50477652,584518.494184712 6151707.86906437,584522.52530645 6151657.54994939,584492.84114407 6151594.99568554,584438.54838572 6151555.90117627,584037.273131771 6151559.83915153,583487.405688927 6152292.34807716,583250.36036021 6152377.83983506,582951.139207567 6152867.47444847,582880.547539726 6152990.52109646,582926.723012881 6153030.28330946,582952.376053523 6153072.61082651)))"
3206,0,"MONTEVIDEO","SANTA CATALINA","MULTIPOLYGON(((564260.72481175 6138620.88207471,564152.878098302 6139348.38840087,564905.674911159 6139444.55686354,564922.9167413 6139156.46665706,564712.892208223 6139064.70918752,564670.466032371 6138908.68903795,564946.522966493 6138989.00763882,565061.195294988 6138456.17121968,565030.212669292 6138360.41137442,564948.996720115 6138367.15831136,564888.702457368 6138410.77699759,564830.182158889 6138413.24850266,564772.946929314 6138402.684679,564762.316443967 6138360.25461827,564749.591032389 6138313.72618027,564692.288673387 6138293.56457854,564589.78345804 6138308.68553838,564600.529237614 6138367.56834176,564584.874336168 6138393.73046882,564544.913647484 6138391.270145,564492.313259129 6138451.97133725,564459.52857135 6138490.59456029,564372.687160285 6138578.96010061,564263.985173819 6138594.8069448,564260.72481175 6138620.88207471)))"
